titulo,autores,generos,serie,sinopsis,url_libro,categoria_origen,fecha_extraccion
Casa de muñecas,['Henrik Ibsen'],"['Clásico', 'Drama']",N/A,"La acción de Casa de muñecas tiene como protagonista a Nora, una mujer que simula estúpida frivolidad pero que en verdad es inteligente y aguda. Nora se vio forzada años atrás a recurrir a una artimaña financiera para costear un viaje en salvaguarda de la salud de Helmer, su marido, al tiempo que su padre se hallaba moribundo. A medida que la tensión del conflicto va in crescendo, la monotonía burguesa de la protagonista se va convirtiendo en un nudo corredizo que va dejándola sin aire. Ante su impotencia, observa la imposición de todo un mundo de valores contradictorios que amenazan su idea de felicidad. Casa de muñecas fue la primera obra dramática de Ibsen que causó sensación. En la actualidad es quizá su obra más famosa y su lectura es obligatoria en muchas escuelas y universidades. Cuando Casa de muñecas se publicó generó gran controversia, ya que critica fuertemente las normas matrimoniales del siglo XIX. Aunque Ibsen negó que su obra fuera feminista, es considerada por muchos críticos como la primera verdadera obra teatral feminista.",https://ww3.lectulandia.co/book/casa-de-munecas/,Clásico,2026-09-08 13:49:26
Juan Martín el Empecinado,['Benito Pérez Galdós'],"['Clásico', 'Histórico']",Episodios Nacionales - Primera serie,"El general Juan Martín Díez el Empecinado es retratado por Galdós como un héroe lleno de humanidad que protagoniza diálogos muy divertidos por su tosco vocabulario, pero es también un hombre valiente, fiero, noble y prudente, que despierta el respeto incluso de sus enemigos. Persona de firmes convicciones liberales, terminó por enfrentarse al propio Fernando VII, al no respetar éste la Constitución de 1812, y fue desterrado a Portugal. Al intentar de nuevo penetrar en España fue capturado, torturado y exhibido en una jaula antes de ser condenado a la horca. Su perseverancia al defender sus ideales ha hecho que “empecinado” signifique hoy en día obstinación y que él sea recordado como uno de los más grandes defensores de la libertad en España.",https://ww3.lectulandia.co/book/juan-martin-el-empecinado/,Clásico,2026-09-08 13:49:29
El contrato social,['Jean-Jacques Rousseau'],"['Clásico', 'Filosofía', 'Política']",N/A,"En toda la historia de las ideas políticas no existe ninguna obra que haya ejercido un influjo comparable sobre el pensamiento político democrático al que ha tenido y sigue teniendo el CONTRATO SOCIAL (1762) de Jean-Jacques Rousseau (1712-1778). El propio autor resume así su propósito al escribirla: «Quiero averiguar si puede haber en el poder civil alguna regla de administración legítima y segura tomando a los hombres tal como son y a las leyes tal como pueden ser. Procuraré aliar siempre, en esta indagación, lo que la ley permite con lo que el interés prescribe, a fin de que la justicia y la utilidad no se hallen separadas». El resultado será, en palabras de Fernando de los Ríos (1879-1947), traductor de esta edición, «un libro de valor eterno que al plantearse los problemas de la vida civil lo hace sobre tales bases, que siempre habrán de necesitar ser o confirmadas o contradichas y, en todo caso, nadie podrá dejarlas de tomar como punto de referencia». La concepción russoniana de la democracia y su incorporación al constitucionalismo requiere hoy, sin duda, una lectura crítica; para ella prepara el Prólogo de esta edición Manuel Tuñón de Lara.",https://ww3.lectulandia.co/book/el-contrato-social/,Clásico,2026-09-08 13:49:31
El Grande Oriente,['Benito Pérez Galdós'],"['Clásico', 'Histórico']",Episodios Nacionales - Segunda serie,"El gran friso narrativo de los Episodios Nacionales sirvió de vehículo a Benito Pérez Galdós (1843-1920) para recrear en él la totalidad de la compleja vida de los españoles ­guerras, política, vida cotidiana, reacciones populares­ a lo largo del agitado siglo XIX. EL GRANDE ORIENTE recoge, en su título, el nombre de una activa sociedad secreta que intervino poderosamente en los acontecimientos que agitaron la vida política española en el «trienio constitucional» que fue de 1820 a 1823. En este periodo, dominado por una agitación política y social en la que siguieron encontrando caldo de cultivo los vicios ancestrales de la sociedad española, Salvador Monsalud continúa desgranando su azarosa trayectoria civil y sentimental.",https://ww3.lectulandia.co/book/el-grande-de-oriente/,Clásico,2026-09-08 13:49:34
7 de julio,['Benito Pérez Galdós'],"['Clásico', 'Histórico']",Episodios Nacionales - Segunda serie,"El gran friso narrativo de los Episodios Nacionales sirvió de vehículo a Benito Pérez Galdós (1843-1920) para recrear en él, novelescamente engarzada, la totalidad de la compleja vida de los españoles ­guerras, política, vida cotidiana, reacciones populares­ a lo largo del agitado siglo XIX. El 7 DE JULIO de 1822, fecha del levantamiento de los generales Riego y Ballesteros, quedó como fecha conmemorativa de un triunfo constitucional y popular que no sería tan duradero como pensaron los milicianos nacionales y los oradores de clubs y sociedades que celebraron su victoria sobre la conspiración urdida desde el propio Palacio. Episodio de fuerte intervención ciudadana localizado totalmente en Madrid, reúne las condiciones idóneas para que Pérez Galdós dibujara en él una estampa histórica llena de interés y vida que se entrevera con la peripecia novelesca que protagoniza en esta «Segunda serie» Salvador Monsalud.",https://ww3.lectulandia.co/book/7-de-julio/,Clásico,2026-09-08 13:49:36
Los cien mil hijos de san Luis,['Benito Pérez Galdós'],"['Clásico', 'Histórico']",Episodios Nacionales - Segunda serie,"El gran friso narrativo de los Episodios Nacionales sirvió de vehículo a Benito Pérez Galdós (1843-1920) para recrear en él, novelescamente engarzada, la totalidad de la compleja vida de los españoles ­guerras, política, vida cotidiana, reacciones populares­ a lo largo del agitado siglo XIX. LOS CIEN MIL HIJOS DE SAN LUIS es la expresión irónica y popular con que fue designado el ejército francés que, a las órdenes del duque de Angulema, invadió España en 1823 para imponer nuevamente, tras el llamado «trienio constitucional», el régimen absolutista. Engarzado con la peripecia novelesca, presenciamos el inexorable avance de esta fuerza que acabó con la Constitución gaditana de 1812 en el mismo lugar donde ésta vio la luz.",https://ww3.lectulandia.co/book/los-cien-mil-hijos-de-san-luis/,Clásico,2026-09-08 13:49:39
Preparación del actor,['Konstantin Stanislavski'],"['Clásico', 'Teatro']",N/A,"Temperamento y vocación, cultura y experiencia son algunos de los elementos que, conjugados, permiten al actor «expresarse» esto es, ser el personaje con todas las sutilezas requeridas por el papel representado, pero sin por ello dejar de ser él mismo. Esta extraña paradoja, que ya fue destacada por Diderot en obra memorable, ilustra la dificultad esencial del análisis del problema y por consiguiente los obstáculos que impiden su exposición. Stanislavsky, que por cierto no necesita presentación, ofrece en Preparación del Actor un ejemplo magnífico, singular e insustituible, de un equilibrio admirablemente logrado entre intuición y razonamiento, que es en el fondo la transferencia a otro plano de la oposición entre la naturaleza y arte.",https://ww3.lectulandia.co/book/preparacion-del-actor/,Clásico,2026-09-08 13:49:41
El terror de 1824,['Benito Pérez Galdós'],"['Clásico', 'Histórico']",Episodios Nacionales - Segunda serie,"El gran friso narrativo de los Episodios Nacionales sirvió de vehículo a Benito Pérez Galdós (1843-1920) para recrear en él, novelescamente engarzada, la totalidad de la compleja vida de los españoles –guerras, política, vida cotidiana, reacciones populares– a lo largo del agitado siglo XIX. Secuela del contundente fin que impusieron al «trienio liberal» los «Cien mil hijos de San Luis», objeto del episodio anterior, EL TERROR DE 1824 contribuyó a mantener el régimen fernandino, persiguiendo implacablemente los brotes de pensamiento liberal. Pasada la época de las grandes gestas populares, la acción –nuevamente situada en Madrid como escenario– se dispersa en hechos menores, de un heroísmo distinto: la conspiración y la muerte por un ideal.",https://ww3.lectulandia.co/book/el-terror-de-1824/,Clásico,2026-09-08 13:49:44
Los apostólicos,['Benito Pérez Galdós'],"['Clásico', 'Histórico']",Episodios Nacionales - Segunda serie,"El gran friso narrativo de los Episodios Nacionales sirvió de vehículo a Benito Pérez Galdós (1843-1920) para recrear en él, novelescamente engarzada, la totalidad de la compleja vida de los españoles –guerras, política, vida cotidiana, reacciones populares– a lo largo del agitado siglo XIX. Los apostólicos, nombre que recibían los que andando el tiempo integrarían el bando carlista, recoge como transfondo un momento crítico de la historia española: el de los últimos tiempos del reinado de Fernando VII, casado ya con la napolitana María cristina, y las intrigas en torno a la sucesión del trono.",https://ww3.lectulandia.co/book/los-apostolicos/,Clásico,2026-09-08 13:49:47
Un faccioso más y algunos frailes menos,['Benito Pérez Galdós'],"['Clásico', 'Histórico']",Episodios Nacionales - Segunda serie,"El gran friso narrativo de los Episodios Nacionales sirvió de vehículo a Benito Pérez Galdós (1843-1920) para recrear en él, novelescamente engarzada, la totalidad de la compleja vida de los españoles –guerras, política, vida cotidiana, reacciones populares– a lo largo del agitado siglo XIX. UN FACCIOSO MÁS Y ALGUNOS FRAILES MENOS es un juego de palabras que apunta a dos hechos de diversa magnitud y carácter: el alzamiento carlista y la matanza de frailes de 1834. Sobre tan difícil momento histórico se anuda el hilo novelesco que ha enhebrado los diez Episodios de esta Segunda Serie, con el desenlace de la peripecia novelesca que tiene como polos a Sola y Salvador Monsalud.",https://ww3.lectulandia.co/book/un-faccioso-mas-y-algunos-frailes-menos/,Clásico,2026-09-08 13:49:49
Un voluntario realista,['Benito Pérez Galdós'],"['Clásico', 'Histórico']",Episodios Nacionales - Segunda serie,"El gran friso narrativo de los Episodios Nacionales sirvió de vehículo a Benito Pérez Galdós (1843-1920) para recrear en él, novelescamente engarzada, la totalidad de la compleja vida de los españoles –guerras, política, vida cotidiana, reacciones populares– a lo largo del agitado siglo XIX. UN VOLUNTARIO REALISTA personifica en “Tilín” el solsonés, Pepet Armengol, un movimiento producido en la España fernandina, el levantamiento de los que consideraban a Fernando VII y su régimen como blandos y moderados. Tilín es otro de esos personajes que a Pérez Galdós le gustaba seguir en su paso de niño a hombre, en una existencia trabajosa y difícil: nieto de un sacristán de monjas, recogido por ellas en su orfandad, y al fin voluntario realista en la agitada Cataluña de aquellos días.",https://ww3.lectulandia.co/book/un-voluntario-realista/,Clásico,2026-09-08 13:49:52
Narraciones extraordinarias,['Edgar Allan Poe'],"['Clásico', 'Terror']",N/A,"Las narraciones extraordinarias de Edgar Allan Poe constituyen la parte más conocida de su obra. El cine y la televisión han explotado, no siempre con fortuna, lo que en Poe hay de misterioso y hasta terrorífico, dejando de lado la intensidad, el pulso y ese acento de campana gigantesca que suponen los valores primordiales de una obra concentrada y personalísima, en la cual lo humano se eleva por caminos pavorosos a tensiones muy superiores a su contenido melodramático. Como si la vida, con su fundamento de terrores y sombras, necesitase ser penetrada por su autor, preocupado por alumbrar inéditos caminos con sus descubrimientos.",https://ww3.lectulandia.co/book/narraciones-extraordinarias/,Clásico,2026-09-08 13:49:54
Zumalacárregui,['Benito Pérez Galdós'],"['Clásico', 'Histórico']",Episodios Nacionales - Tercera serie,"El gran friso narrativo de los Episodios Nacionales sirvió de vehículo a Benito Pérez Galdós (1843-1920) para recrear en él, novelescamente engarzada, la totalidad de la compleja vida de los españoles -guerras, política, vida cotidiana, reacciones populares- a lo largo del agitado siglo XIX. La España desgarrada por la Primera Guerra Carlista y la Regencia de María Cristina es la época de los siguientes episodios, cuyo eje es el romántico Fernando Calpena. Escrita entre 1898 y 1900, es decir diecinueve años después de haber concluido la anterior, Galdós retoma la historia de España en el punto en que la había dejado -la muerte de FernandoVII-, para relatar la difícil etapa de la minoría de su hija, la futura Isabel II, no reconocida por los absolutistas que proclaman rey al infante don Carlos, hermano del rey fallecido. Los liberales arropan entonces a la reina viuda, María Cristina, y se inicia la primera guerra carlista. A lo largo de la serie, Galdós seguirá las vicisitudes de los dos bandos, entre el País Vasco, donde reside la corte absolutista, y Madrid, capital del gobierno liberal, con algunas incursiones en Levante y Cataluña. Como en las serie anteriores, Galdós crea en este libro personajes ficticios que participan en los acontecimientos históricos, pero cuya vida trata de reflejar la del español de a pie. Así, el suicidio de Larra, la educación de la futura reina o la concertación de su matrimonio aparecen como acontecimientos que los personajes comentan como parte de su propio transcurrir vital. En este episodio Pérez Galdós se sirve de la figura de ZUMALACÁRREGUI -el gran caudillo popular surgido en los primeros tiempos de la guerra carlista- y de la peripecia novelesca del atormentado capellán José Fago, para -como hiciera con El Empecinado para la Guerra de la Independencia- reflejar un momento histórico que le brinda la ocasión de pintar el mundo de la guerrilla y el de las intrigas cortesanas.",https://ww3.lectulandia.co/book/zumalacarregui/,Clásico,2026-09-08 13:49:58
Vampiros (Ilustrado),"['Alexandre Dumas', 'Arthur Conan Doyle', 'Charles Baudelaire', 'E. T. A. Hoffmann', 'Edgar Allan Poe', 'Guy de Maupassant', 'John William Polidori', 'Joseph Sheridan Le Fanu', 'Lord Byron', 'Nikolái Gógol', 'Théophile Gautier', 'Varios Autores']","['Clásico', 'Terror']",N/A,"Antes de ingresar en la mitología popular gracias a Drácula de Bram Stoker, la figura del vampiro había cautivado ya a los más grandes escritores. La presente antología recoge una muestra de las recreaciones más brillantes que hicieron del vampiro autores como Byron, Polidori, Gógol, Maupassant, Edgar Allan Poe o Conan Doyle, originales aproximaciones a un mito en el que se cifran los misterios del sexo, la muerte, la trascendencia y el deseo de inmortalidad. Las bellas e hipnóticas ilustraciones de Meritxell Ribas invitan a esta relectura de la historia del vampiro bajo una luz nueva.",https://ww3.lectulandia.co/book/vampiros-ilustrado/,Clásico,2026-09-08 13:50:01
El cura de Tours,['Honoré de Balzac'],"['Clásico', 'Relato']",N/A,"El abate Birotteau cree vivir en el mejor de los mundos posibles, al menos en la medida de sus modestas pretensiones. Realiza las tareas de su apostolado como algo rutinario y ocupa una espaciosa y bien amueblada habitación en casa de la señora Gamard, donde su existencia es muy cómoda, ya que su anfitriona se ocupa de que no le falte de nada. Su mayor ambición es obtener una canonjía, dejando que transcurra el tiempo para que dicho bien le caiga como fruto maduro.",https://ww3.lectulandia.co/book/el-cura-de-tours/,Clásico,2026-09-08 13:50:03
La Gaviota,['Antón Chéjov'],"['Clásico', 'Drama', 'Teatro']",N/A,"En La gaviota se juntan la grandeza del drama, con la arrebatadora particularidad de los personajes, especialmente el de Irina Nicolaievna Arkádina, la actriz. Es soberbia, egoísta, actriz dentro y fuera del teatro, dominadora y apasionada de sí misma. Desde que se levanta el telón, el público queda prendido en el vuelo de la hermosa gaviota y meciéndose en el diálogo se deja conducir por un mar fascinante de palabras, que en ocasiones es terrible y muchas veces resulta cómico. Antón Chéjov rompió con esta obra los moldes que habían petrificado al teatro en el siglo XIX y metió la vida y la literatura misma. Es fantástico ver volar a La gaviota en un escenario, pero también es hermoso leer La gaviota muy despacio, saboreando sus palabras, siguiendo la estela de su misterioso vuelo.",https://ww3.lectulandia.co/book/la-gaviota/,Clásico,2026-09-08 13:50:06
Drácula (Ilustrado),['Bram Stoker'],"['Clásico', 'Fantástico', 'Terror']",N/A,"Drácula, publicada en 1897, sigue siendo hoy día una de las más aclamadas y conocidas novelas de terror. Su autor, el irlandés Bram Stoker, se inspiró en antiguas leyendas para crear el inolvidable personaje del conde Drácula, un despiadado vampiro con gran poder de seducción sobre sus víctimas, en muchas ocasiones mujeres jóvenes y hermosas. El conde y su historia seducen también de forma irremediable a los lectores: el miedo, la sangre, la inmortalidad, la noche, la sensualidad o lo prohibido son ingredientes que no dejan indiferente a nadie.",https://ww3.lectulandia.co/book/dracula-ilustrado/,Clásico,2026-09-08 13:50:08
La pequeña Dorrit,['Charles Dickens'],['Clásico'],N/A,"«Obra maestra entre las obras maestras», según George B. Shaw, esta 
novela nos revela no sólo al Dickens más cómico y triste, más exuberante
 y genial, sino a un implacable fustigador de los vicios del 
capitalismo. Coincidiendo con el bicentenario del nacimiento de Charles 
Dickens Alba publica una nueva traducción de La pequeña Dorrit a cargo 
de Carmen Francí e Ismael Attrache y en edición de lujo. Esta es, sin 
lugar a dudas, una de las mejores novelas de Dickens. Un compendio 
monumental de su destreza narrativa, de su ingenio cómico y de su 
talento inigualable para crear ambientes y personajes.",https://ww3.lectulandia.co/book/la-pequena-dorrit/,Clásico,2026-09-08 13:50:11
Nuestro amigo común,['Charles Dickens'],"['Clásico', 'Intriga']",N/A,"Un joven se encamina a Londres para aceptar una herencia paterna que, según estipula el testamento, tan solo podrá disfrutar si se casa con Bella Wilfer, una hermosa muchacha a la que nunca ha conocido. Poco antes, sin embargo, aparece flotando en el Támesis un cadáver que la policía identifica con el joven heredero. Es el principio de una onda que afectará a toda la sociedad londinense. En Nuestro amigo común, Dickens demostró todo el vigor de su prosa y de su imaginación en un deslumbrante ejercicio de virtuosismo literario. «Los comienzos de las novelas de Dickens suelen ser memorables, pero ninguno supera el primer capítulo de Nuestro amigo común, penúltima novela que escribió y última que terminó. Llevados por la barca del pescador de cadáveres, nos parece entrar en el reverso del mundo». (ITALO CALVINO).",https://ww3.lectulandia.co/book/nuestro-amigo-comun/,Clásico,2026-09-08 13:50:13
El misterio de Edwin Drood,['Charles Dickens'],"['Clásico', 'Intriga']",N/A,"El misterio de Edwin Drood es la última novela de Charles Dickens, quedó inacabada en el momento su muerte y, por lo tanto, se desconoce la forma en que podría haber terminado. La novela lleva el nombre de Edwin Drood, pero sobre todo cuenta la historia de su tío, un profesor de música llamado John Jasper, que está enamorado de su alumna, Rosa Bud, pero ésta es la prometida de Drood. Para enredar aún más el entuerto, entran en escena un par de hermanos llegados de Ceilán, Helena y Neville Landless, que se sienten atraídos por los futuros esposos, hecho que rápidamente pasa a ser del dominio de la gente del pueblo. Entonces sucede lo que nadie espera. Edwin y Rosa rompen su compromiso, y el joven desaparece, sin dejar otro rastro que un reloj y prendedor de corbata abandonado en el lecho del río que cruza el pueblo.",https://ww3.lectulandia.co/book/el-misterio-de-edwin-drood/,Clásico,2026-09-08 13:50:16
Tiempos difíciles,['Charles Dickens'],['Clásico'],N/A,"Tiempos difíciles se cuenta entre las obras que han valido a Charles Dickens (1812-1870) su reputación como uno de los principales autores ingleses del siglo XIX. Su entretenida trama, que entremezcla las vidas y peripecias, ilusiones y desdichas del rígido y práctico director de escuela Thomas Gradgrind y de sus hijos Tom y Louisa, y su compañera Cecí Jupe, del presuntuoso y mezquino empresario Josiah Bounderby y del obrero Stephen Blackpool, arroja una visión inolvidable de la Inglaterra victoriana sumida en la revolución industrial.",https://ww3.lectulandia.co/book/tiempos-dificiles/,Clásico,2026-09-08 13:50:18
La tienda de antigüedades,['Charles Dickens'],"['Clásico', 'Drama']",N/A,"La pequeña Nell Trent es huérfana y vive con su abuelo en la tienda de antigüedades que este regenta. Marcados por la pobreza, ambos intentan salir adelante… hasta que el abuelo recurre al malvado prestamista Daniel Quilp, un enano deforme y jorobado. A partir del momento en que Quilp entra en escena, Nell y su abuelo emprenden un viaje a través de Inglaterra. Recorren pueblecitos, ciudades ennegrecidas por el hollín, lugares llenos de miseria. Y en su peregrinaje, en la más pura tradición cervantina, alternan con una variopinta galería de personajes: feriantes, carboneros que leen el fuego, maestros, domadores de perros, dueñas de museos ambulantes, dandis con un sentimiento trágico de la vida y ponis obstinados. Publicada por entregas entre 1840 y 1841, La tienda de antigüedades es una de las obras de Dickens más desconocidas en España y, pese a ello, de las que más fama dieron al autor. Tras la publicación del último capítulo, los lectores estadounidenses irrumpieron en los muelles de Nueva York para pedir noticias acerca del final a los marineros que volvían de Inglaterra. Recientemente, periódicos estadounidenses compararon la excitación popular ante la publicación del último tomo de Harry Potter con la de La tienda de antigüedades.",https://ww3.lectulandia.co/book/la-tienda-de-antiguedades/,Clásico,2026-09-08 13:50:21
La Señora Lirriper,['Charles Dickens'],['Clásico'],N/A,"Al morir su marido cubierto de deudas, la señora Lirriper abre una pensión en el 81 de la calle Norfolk, en Londres, para pagar a sus acreedores e iniciar una nueva vida. «Si las paredes de esta pensión pudiesen hablar […] tendrían tantas cosas que contar…». Una extensa galería de personajes genuinamente dickensianos desfila por estas páginas, desde el doctor Goliath, «enciclopedia animada del conocimiento universal», hasta el doctor Bernard, que ayuda a los tristes y hastiados a quitarse la vida en unas lujosas cenas que anticipan El club de los suicidas de R. L. Stevenson. Historias cómicas, sentimentales, de fantasmas, de niños hambrientos y de fortunas enterradas componen el legado de la señora Lirriper. Dickens creó este personaje para su revista All the Year Round y animó a varios autores amigos, entre ellos Elizabeth Gaskell, a escribir las andanzas de sus huéspedes. La señora Lirriper (1863-1864) tuvo un éxito fulgurante: según Chesterton, Dickens «no hizo, literariamente hablando, nunca nada mejor» que esta «versión femenina del señor Pickwick».",https://ww3.lectulandia.co/book/la-senora-lirriper/,Clásico,2026-09-08 13:50:23
La casa de Shakespeare,['Benito Pérez Galdós'],['Clásico'],N/A,"En septiembre de 1889, Benito Pérez Galdós tomó un tren en Newscastle para realizar un viaje que planeaba desde hacía años: visitar la casa de Shakespeare en Stratford-on-Avon. La aventura de aquella peregrinación en busca de las huellas de uno de los grandes genios de la literatura universal la incluyó en 1906 en el libro Memoranda. Este breviario recupera también, a manera de prólogo, el capítulo de sus memorias dedicado a Inglaterra, donde el gran narrador español refleja el especial interés que siempre sintió por la literatura y la organización política de Gran Bretaña, lo que pone que manfiesto su modernidad y curiosidad intelectual, a la vanguardia de la mayoría de los escritores europeos de su época.",https://ww3.lectulandia.co/book/la-casa-de-shakespeare/,Clásico,2026-09-08 13:50:26
Los dos hidalgos de Verona,['William Shakespeare'],"['Clásico', 'Teatro']",N/A,"Comedia de cinco actos, escrita en prosa y verso aproximadamente en 1954, conocida también como Los dos caballeros de Verona o Los dos gentilhombres de Verona. La trama sigue la tradicional estructura de la «comedia dell'arte», y cuenta la historia de Valentín y Proteo, dos caballeros unidos desde la infancia por una íntima y fraternal amistad. Ésta se ve truncada por los celos y la traición de uno de los dos, aunque gracias al amor y la fidelidad de la prometida de Proteo, varios disfraces, equívocos, y el humor de los criados, ambos recuperarán el antiguo respeto y el cariño mutuo.",https://ww3.lectulandia.co/book/los-dos-hidalgos-de-verona/,Clásico,2026-09-08 13:50:28
Llenos de vida,['John Fante'],"['Clásico', 'Humor', 'Relato']",N/A,"Estamos en Los Ángeles a comienzos de los años cincuenta, la década en que se construyó el mito del american way of life, en que los norteamericanos identificaron la prosperidad con los valores familiares y religiosos, en que los californianos de clase media querían una casa en un barrio residencial; no ganaban lo suficiente para contratar a Frank Lloyd Wright, pero se conformaban con un rancho en forma de L. En una de estas casas, pero con termitas en la cocina, niebla tóxica en la calle y un tráfico infernal a cincuenta metros, vive un próspero guionista de la Paramount que a los treinta años ha renunciado a la rebeldía juvenil, ha sentado la cabeza y va a ser padre por primera vez. Se llama John Fante y ha escrito tres novelas, pero desde el primer momento sabemos que no es el John Fante que ha escrito Llenos de vida; sus padres, sus recuerdos y sus circunstancias lo identifican con el protagonista de Un año pésimo, de La hermandad de la uva y de «Mi perro idiota» (del volumen Al oeste de Roma). También tiene mucho del fracasado Bandini, el salvador literario de la humanidad que nunca llegó a nada. Aparecida en 1952, Llenos de vida señala un punto de inflexión en la trayectoria del autor, que dejaría la literatura durante más de veinte años para dedicarse al cine casi en exclusiva. A diferencia de su restante producción no es una novela escrita en clave de farsa, sino una comedia acerca de la integración y el conformismo, en un registro en que la sátira de los mitos norteamericanos de la época aparece hábilmente combinada con el sentimentalismo y la ternura que suelen acechar en la prosa siempre corrosiva del autor. Los tres temas básicos que articulan la historia son los típicos: los hijos, la casa y la religión. Que parte de la acción se dedique a la conversión de la esposa del protagonista nos recuerda, por un lado, que el «sueño americano» tenía en esa época un fuerte componente religioso y, por otro, que el catolicismo estaba en alza en Estados Unidos. Y Fante no menciona a Chesterton gratuitamente: a falta de un padre Brown, nos presenta a su polo opuesto. Fante cierra con esta novela un doble ciclo de ilusiones perdidas que culmina con el adiós a la fantasía y la aceptación de los valores que exige el medio. El antiguo y aparatoso antihéroe proletario es por fin un digno y vulgar representante de la clase media, de esa misma clase media contra la que ya se alzaba el protagonista de El guardián entre el centeno de Salinger (1951), cuyas trastadas venían a continuar las de Bandini.",https://ww3.lectulandia.co/book/llenos-de-vida/,Clásico,2026-09-08 13:50:31
Morfina,['Mijaíl Bulgákov'],"['Clásico', 'Cuentos']",N/A,"En vida de Mijaíl Bulgákov difícilmente alguien se habría atrevido a considerarlo un «clásico» de la literatura rusa, ya que, después de haber gozado de un brevísimo período de éxito durante la década de los veinte, Bulgákov fue víctima de constantes calumnias políticas por parte de las autoridades soviéticas. Hoy, se encuentra en un nivel parecido al de Turguéniev, Tolstói o Chéjov. Los relatos reunidos en este volumen pertenecen al ciclo «Notas de un médico joven». Todos están basados en experiencias reales del propio Bulgákov, que durante años ejerció como médico rural en la provincia de Smolensk. En ellos se aprecia la voluntad narrativa de Bulgákov, que acredita una notoria pero sutil capacidad introspectiva y de distanciamiento respecto a la propia persona, con un toque inevitable de cierta comicidad, ya que el joven médico narrador se halla constantemente en lucha contra su propia falta de conocimientos y contra la inepcia e incultura reinantes en la sociedad rural rusa de la época. Todo ello en medio de un paisaje dominado obsesivamente por la nieve y relatado con agilidad y calidez. Mención aparte merece el relato más extenso del libro y que le da título, «Morfina». Este relato también nació de una experiencia real, la adicción del autor a la morfina, con la que logró romper hacia 1919. Se trata del diario de un compañero del protagonista, el médico Poliakov, que deja a su muerte el estremecedor relato de esas páginas confesionales, que son la crónica de una destrucción, referida en términos turbadores. Quien escribía al comienzo de su terrible experiencia: «No puedo dejar de alabar a quien por primera vez extrajo la morfina de las cabecitas de las amapolas. Es un verdadero benefactor de la humanidad», acaba por confesar «La muerte de sed es una muerte paradisíaca, beatífica en comparación con la sed de morfina».",https://ww3.lectulandia.co/book/morfina/,Clásico,2026-09-08 13:50:33
Marido y mujer,['Wilkie Collins'],"['Clásico', 'Intriga']",N/A,"En el prólogo de esta novela, un hombre descubre, al cabo de los años, que su matrimonio no es válido legalmente, ocasión que aprovecha para repudiar a su mujer y casarse con otra. Trece años después, Anne Silvester, la hija de la mujer repudiada, será también víctima de una extrema peculiaridad legal: la posibilidad de haber contraído matrimonio con el prometido de su mejor amiga. Hay otro hombre en liza, al que Anne ha amado y por el cual ha sido deshonrada: el apuesto y cínico Geoffrey Delamayn. Bajo los designios de este villano, lo que comienza como una comedia de enredos se transforma paulatinamente en un horrible cuadro conyugal de traición, venganza, malos tratos, locura y asesinato. Marido y mujer pertenece al período de mayor creatividad de Wilkie Collins. Basada en circunstancias reales, encierra una atrevida denuncia de la institución del matrimonio.",https://ww3.lectulandia.co/book/marido-y-mujer/,Clásico,2026-09-08 13:50:36
Del asesinato considerado como una de las bellas artes,['Thomas De Quincey'],"['Clásico', 'Humor']",N/A,"""Del asesinato considerado como una de las Bellas Artes"" es un ensayo de Thomas De Quincey publicado por primera vez en 1827 en la revista Blackwood, es una de las obras maestras del humor negro. En ella Thomas Quincey concibe la muerte como un espectáculo digno de ser visto y gozado. Cuando el asesinato está cometido y no podemos hacer nada por las víctimas, debemos dejar de considerarlo moralmente y pasar a juzgarlo como obra artística según las leyes del buen gusto. Con este planteamiento, De Quincey se retrotrae al ""primer asesinato"", es decir, el cometido por Caín sobre Abel, y a otros famosos de la historia, hasta concluir en los de mayor actualidad en el mundo anglosajón de la época. A este respecto, dice desdeñar el veneno y demás ""innovaciones abominables venidas de Italia"" en favor del tradicional corte de garganta. Pretende discutir con los detractores del asesinato dado que ""cuando se les oye hablar se creería que ser asesinado tiene todas las desventajas e inconvenientes y que no las tiene el no ser asesinado"", y recuerda a continuación las enfermedades y los pesares de que está libre el asesinado. Recuerda que Marco Aurelio dijo que una de las funciones más nobles de la razón consiste en distinguir si es o no tiempo de irse de este mundo, y dice agradecer a los artistas del asesinato que se dediquen a instruir gratuitamente a los demás en esta rama de la ciencia, si bien se apresura a aclarar que muy pocos cometen asesinatos por principios filantrópicos. Se centra especialmente en una serie de asesinatos cometidos en 1811 por John Williams en el barrio de Ratcliffe Highway , Londres . El ensayo fue recibido con entusiasmo y dio lugar a numerosas secuelas, como ""un segundo artículo sobre Asesinato Considerado como una de las Bellas Artes"" en 1839 y un ""Postscript"" en 1854. Estos ensayos han ejercido una fuerte influencia en posteriores representaciones literarias de la delincuencia y fueron alabados por la crítica como GK Chesterton , Wyndham Lewis y George Orwell",https://ww3.lectulandia.co/book/del-asesinato-considerado-como-una-de-las-bellas-artes/,Clásico,2026-09-08 13:50:39
